"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Mon Jan 15 19:11:41 GMT 2024","Mon Jan 15 19:12:00 GMT 2024","18619","","SanitySuite","","","","e2e buy 2 phones-  sanity ",""
